규격정제,No,접수일자,접수번호,상태,상호,담당자,사용자,제품명,모델ㆍ규격,수입국,연간수입예정량,HSK No,구분,사용여부,대리인,저장일자,소속,등록(등록),등록(면제),기존(등록),기존(면제),신규(등록),신규(면제),유독물질,허가물질,제한물질,금지물질,사고대비물질,유독물질,허가물질,제한물질,금지물질,사고대비물질
,564,2018-05-15,241805154143,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,"Artificial Perspiration ISO 105-B07/ISO 105-E04, alkaline, stabilized 200ml","Artificial Perspiration ISO 105-B07/ISO 105-E04, alkaline, stabilized 200ml",United States,1,3822.00-3050,WEB,Y,,2018-05-15,,,,,,,,,,,,,,,,,
,565,2018-05-15,241805154496,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,OPA Diluent for Post-column Analysis 950ml X 4 bottle,OPA Diluent for Post-column Analysis 950ml X 4 bottle,United States,10,3822.00-3050,WEB,Y,,2018-05-15,,,,,,,,O,,,,,,,,,
,566,2018-05-15,241805153729,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,ChlorAC Buffer 25ml X 4 bottle,ChlorAC Buffer 25ml X 4 bottle,United States,3,3822.00-3050,WEB,Y,,2018-05-15,,,,,,,,O,,,,,,,,,
,567,2018-05-15,241805154691,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,Column Regenerant for Sodium-based Amino Acids Anaylsis 950ml,Column Regenerant for Sodium-based Amino Acids Anaylsis 950ml,United States,1,3822.00-3050,WEB,Y,,2018-05-15,,,,,,,,,,,,,,,,,
,568,2018-05-15,241805154537,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,Column Regenerant for Lithium-based Amino Acids Analysis 950ml,Column Regenerant for Lithium-based Amino Acids Analysis 950ml,United States,3,3822.00-3050,WEB,Y,,2018-05-15,,,,,,,,,,,,,,,,,
,569,2018-05-10,241805104121,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,Thiofluor 10g,Thiofluor 10g,United States,0.4,3822.00-3050,WEB,Y,,2018-05-10,,,,,,,,,,,,,,,,,
,570,2018-05-10,241805104334,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,Hydrolysis Reagent for Post-column Carbamate Pesticides Analysis 950ml,Hydrolysis Reagent for Post-column Carbamate Pesticides Analysis 950ml,United States,600,3822.00-3050,WEB,Y,,2018-05-10,,,,,,,,O,,,,,,,,,
,571,2018-05-10,241805104373,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,OPA Diluent for Post-column Carbamate Pesticides Analysis 950ml,OPA Diluent for Post-column Carbamate Pesticides Analysis 950ml,United States,600,3822.00-3050,WEB,Y,,2018-05-10,,,,,,,,,,,,,,,,,
,572,2018-05-10,241805104454,승인,영인크로매스 주식회사<(주)영린기기>,김규현,김규현,o-Phthalaldehyde (OPA) 5g,o-Phthalaldehyde (OPA) 5g,United States,0.1,3822.00-3050,WEB,Y,,2018-05-10,,,,,,,,,,,,,,,,,
20001.566,,,C2510-125740,승인,영인과학(주),,,20001.566_00.02.614 till 00.02.617_FAME in AVTUR QC,20001.566_00.02.614 till 00.02.617_FAME in AVTUR QC,NL,1,38221930,,,,,,,,,,,,,,,,,,,,,
20001.567,,,C2510-120993,승인,영인과학(주),,,20001.567_Fame in AVTUR QC - AC Sample 00.02.614 till 00.02.617,20001.567_Fame in AVTUR QC - AC Sample 00.02.614 till 00.02.617,NL,1,38221930,,,,,,,,,,,,,,,,,,,,,
